Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
13.1,87.4,54.3,1,1
17.2,60.5,58.6,0,4
3.4,120.1,62.3,0,0
13.1,42.6,75.2,1,0
8.4,68.1,84.7,1,0
-1.5,82.4,89.2,1,4
9.3,34.1,56.5,0,2
16.9,89.2,85.0,0,0
13.9,81.6,62.0,0,0
7.6,64.7,65.5,1,0
8.2,21.7,72.4,1,0
13.4,55.4,83.2,0,1
0.3,69.9,65.1,1,1
15.0,81.6,61.6,1,1
9.4,61.7,42.0,0,4
12.0,76.5,60.2,1,4
8.6,57.1,60.6,1,4
14.1,74.0,78.6,1,2
19.4,72.3,66.9,1,4
1.7,77.3,61.6,0,2
6.8,62.3,81.2,0,0
9.2,106.0,60.3,0,4
11.8,83.0,62.2,1,1
9.2,88.8,77.3,0,1
14.5,59.7,54.3,0,4
11.6,89.1,46.8,0,1
10.1,81.8,78.4,1,0
4.7,35.6,84.8,1,2
10.8,73.0,62.6,0,4
-1.0,74.8,72.3,0,2
12.3,59.6,52.6,0,2
12.2,58.7,87.7,1,0
4.3,110.5,77.1,0,2
12.4,118.3,70.7,0,4
9.6,107.1,63.2,1,3
14.5,75.8,61.1,1,2
8.0,84.4,90.1,1,2
9.6,74.7,83.2,0,2
12.2,100.2,44.9,0,1
18.0,47.9,69.0,1,2
9.6,66.1,60.8,1,4
4.4,98.4,68.3,0,0
7.5,98.7,64.9,0,1
4.6,61.6,73.1,1,3
-1.1,72.5,74.6,0,4
13.0,87.7,67.7,1,2
12.1,46.2,80.6,0,2
12.3,103.4,63.4,0,3
11.0,82.4,52.3,0,0
17.3,67.3,98.4,0,1
7.4,87.1,66.8,1,1
2.2,77.6,63.7,1,0
6.1,52.3,64.1,0,3
15.4,55.8,82.2,1,4
8.9,104.3,62.1,1,0
12.8,78.7,74.5,0,4
10.2,72.3,44.0,0,3
12.1,87.9,73.4,1,1
9.1,78.1,74.2,1,1
3.3,79.8,56.3,1,3
11.3,35.8,23.2,0,4
10.9,79.6,82.6,0,1
14.6,84.5,63.0,1,1
13.4,40.1,62.2,1,2
11.8,80.0,82.9,1,1
8.2,46.3,51.8,0,4
7.1,44.9,58.3,1,3
13.1,95.7,78.9,0,2
2.4,69.9,72.4,0,1
9.2,90.0,81.0,1,1
5.1,66.3,79.0,1,0
10.3,72.9,57.1,0,1
19.0,97.9,63.0,1,0
4.7,74.1,79.1,0,2
8.7,75.6,66.7,0,4
8.1,61.5,71.2,1,0
8.4,129.7,93.7,1,2
10.8,61.3,44.8,1,2
0.0,28.5,66.7,0,3
10.4,51.8,56.1,1,3
17.0,56.0,73.1,0,3
13.4,73.9,60.9,0,4
19.0,59.1,56.8,1,0
6.5,40.9,57.0,1,0
18.5,83.0,63.1,0,4
8.0,98.8,48.2,1,2
9.4,65.9,38.8,0,0
9.7,34.9,70.7,1,2
14.4,81.3,84.0,1,0
11.5,84.2,64.6,0,2
12.2,89.6,84.9,0,1
6.1,30.0,68.8,1,4
12.7,62.4,58.6,0,1
8.0,68.2,79.7,0,1
12.6,83.7,81.0,1,4
10.6,69.6,51.1,0,1
7.6,104.4,61.4,1,0
9.8,98.5,74.2,1,3
9.2,74.4,73.1,1,0
12.1,73.4,86.9,1,4
14.6,59.8,61.3,1,4
15.2,60.3,51.2,0,4
15.2,81.4,84.4,1,3
15.4,87.6,79.3,1,0
13.4,57.3,37.2,1,2
13.5,84.0,71.9,1,3
9.9,88.6,89.0,0,2
2.8,28.3,77.8,1,2
13.7,96.8,49.4,1,4
10.1,97.3,68.6,0,2
3.3,106.6,80.3,0,4
1.6,36.8,61.5,0,0
14.4,113.9,70.3,1,2
8.5,82.6,55.1,0,2
7.2,107.9,67.7,1,4
3.1,64.4,45.7,0,1
0.4,61.8,83.9,0,2
1.5,51.8,55.2,0,2
5.6,59.6,66.8,1,2
14.0,65.4,71.4,1,0
10.4,87.9,79.5,1,1
11.8,101.8,95.9,0,1
3.1,63.7,72.3,0,4
-1.0,82.7,84.2,1,2
15.6,76.3,65.2,1,1
6.6,113.1,41.8,0,3
12.8,64.9,97.4,1,3
16.1,94.8,99.2,0,0
12.8,44.3,63.3,0,3
11.4,63.5,51.3,0,1
21.7,75.6,69.6,0,4
10.7,64.8,56.4,0,3
9.3,46.0,85.2,0,2
4.0,53.6,65.6,1,3
13.5,86.2,62.6,1,3
8.2,56.2,38.9,0,0
14.3,73.5,87.7,1,3
2.4,74.1,71.0,1,1
6.8,81.3,59.5,0,3
7.8,61.5,55.9,0,3
3.5,62.6,59.2,0,0
9.7,51.7,48.3,0,2
14.8,35.6,33.6,1,1
8.1,86.1,69.1,1,2
11.3,47.3,75.4,1,2
5.7,41.3,52.3,1,3
10.4,92.1,79.2,0,2
7.2,94.2,77.2,1,0
2.3,51.7,79.8,0,0
13.2,80.4,75.5,0,2
14.0,93.2,43.8,0,1
13.4,87.1,45.2,1,4
9.5,42.6,81.0,1,3
5.3,87.8,78.7,0,1
10.3,93.3,73.2,1,4
16.5,48.2,65.3,1,3
4.9,110.5,83.4,0,2
4.2,84.4,65.0,0,0
-0.4,47.1,46.0,0,0
4.9,79.9,84.6,1,0
5.6,60.9,52.5,0,4
11.2,106.4,42.3,1,0
9.9,72.2,49.3,0,2
5.5,56.1,91.7,0,4
6.7,114.6,62.0,1,4
7.1,110.4,50.0,1,3
7.5,64.3,51.5,0,0
14.7,103.1,50.0,0,0
-0.1,58.9,52.4,0,0
6.8,64.3,51.5,1,0
15.3,46.8,45.7,0,0
6.3,33.2,47.2,1,3
13.3,98.1,55.1,0,2
7.3,85.6,57.8,0,0
8.8,66.4,62.5,0,3
7.7,76.1,76.8,1,3
14.7,66.5,76.4,1,3
6.7,101.4,83.4,0,4
13.0,102.6,67.7,0,1
5.4,87.1,49.6,1,0
11.2,78.5,49.9,1,4
17.6,72.6,72.2,0,3
7.3,69.8,48.9,1,4
7.3,111.8,85.3,0,4
9.6,39.5,69.6,0,4
8.4,82.7,68.9,0,1
10.9,62.2,94.1,0,4
5.5,58.3,58.2,0,2
9.1,86.5,67.8,0,1
6.9,106.4,82.0,0,2
6.6,57.8,69.8,1,4
9.2,87.5,76.8,1,4
10.3,60.3,57.8,0,4
17.4,75.5,42.8,0,0
7.8,93.1,78.8,0,4
4.5,51.7,79.5,0,0
18.6,90.9,51.5,0,2
-1.1,70.5,19.4,0,2
16.0,84.0,58.7,0,4
19.7,94.4,58.2,1,2
6.4,68.3,76.1,0,1
14.5,29.9,54.2,1,1
13.1,87.4,33.0,1,1
4.1,49.3,49.2,1,4
6.6,77.3,91.0,0,4
11.5,107.9,45.7,1,4
9.2,80.6,47.2,0,2
8.1,55.1,33.1,0,3
8.8,36.8,58.8,1,4
9.4,66.5,56.3,1,1
4.6,73.9,50.1,1,3
8.1,60.8,70.4,1,4
10.7,85.6,75.0,0,2
5.7,94.5,81.3,0,0
9.5,99.3,47.3,1,1
9.5,101.0,61.4,0,4
1.5,44.3,71.8,1,0
20.5,61.9,38.9,0,4
7.9,106.0,67.2,1,0
10.2,71.1,55.4,1,0
7.2,52.1,61.5,1,0
11.8,93.6,53.9,1,3
13.5,84.4,97.7,0,1
10.3,118.0,62.9,1,3
10.8,58.8,63.4,1,3
10.2,50.6,69.6,0,3
7.4,42.8,67.9,1,0
15.6,89.9,68.1,0,3
6.3,66.9,87.3,1,1
16.0,96.7,57.0,0,4
17.3,61.7,38.0,1,4
12.2,81.9,64.5,0,0
26.1,67.3,51.7,1,2
11.7,72.2,96.9,1,0
9.8,70.7,67.9,1,0
8.7,92.1,65.2,0,1
7.4,55.6,49.2,0,0
13.8,61.1,78.2,1,0
8.4,37.5,74.7,1,2
8.2,71.9,65.2,0,4
10.2,67.1,29.0,1,2
10.4,71.0,102.1,0,3
21.1,68.0,80.8,1,0
5.6,75.0,43.1,0,1
11.0,66.5,86.3,1,4
17.8,66.9,72.1,0,4
6.2,85.8,70.9,1,2
15.0,91.5,44.2,1,3
11.3,92.9,57.3,0,2
8.9,82.0,67.4,0,2
15.0,50.0,41.4,1,4
5.5,61.2,43.5,1,0
7.5,75.8,53.6,1,1
10.7,81.3,58.5,0,1
4.9,79.5,77.2,1,4
14.0,84.4,39.2,0,3
19.9,85.8,91.8,1,2
12.5,69.8,69.6,0,2
7.6,63.1,84.7,0,1
9.6,39.4,53.2,0,1
13.6,73.3,75.2,1,0
11.4,73.0,82.8,0,2
9.5,67.0,55.0,1,4
9.9,68.0,67.7,1,2
7.8,79.8,66.4,0,1
10.4,96.6,48.6,1,1
9.7,79.2,50.8,1,1
2.3,71.8,64.6,0,2
8.2,77.3,55.1,0,0
14.7,60.1,50.1,0,4
14.6,81.8,72.5,1,2
15.3,62.1,87.3,1,3
10.4,67.3,54.3,1,1
8.1,81.3,50.8,1,0
6.4,98.1,64.6,0,0
9.0,70.2,72.6,0,2
13.4,46.3,52.6,1,0
12.5,82.1,59.8,0,3
3.4,102.5,84.7,1,1
-1.1,72.0,76.9,0,3
4.1,53.2,50.8,0,3
10.1,85.7,65.3,0,2
14.6,58.5,72.0,1,1
8.4,94.4,78.6,1,2
13.1,50.0,84.6,0,0
5.8,77.8,44.8,0,0
24.5,100.8,79.9,0,4
7.4,66.9,20.6,0,4
7.0,79.2,62.9,1,3
12.2,69.1,78.1,0,2
4.5,85.2,62.6,0,0
5.9,90.6,73.9,0,2
9.8,98.2,56.0,0,2
1.1,87.0,55.6,1,0
11.8,129.5,58.3,1,1
10.1,72.2,61.9,1,0
11.6,65.1,56.3,0,3
13.1,67.1,82.7,1,3
3.3,84.8,35.1,1,2
16.7,88.8,54.6,0,1
14.8,60.9,54.4,1,0
9.8,103.4,63.4,0,0
12.1,50.7,81.0,0,1
13.1,119.5,62.0,0,0
1.7,46.7,64.6,0,2
5.5,92.4,61.2,1,1
10.8,111.0,75.2,0,4
7.5,57.3,95.7,1,2
10.5,118.0,36.4,0,0
15.2,83.3,81.2,1,0
12.5,81.5,100.9,1,1
7.3,91.0,57.8,1,0
6.2,63.4,76.7,0,4
17.3,105.3,65.0,1,4
12.1,81.9,70.2,1,1
8.3,102.1,63.7,0,0
18.8,91.3,52.6,0,3
3.8,74.8,75.7,0,4
24.9,60.4,79.8,1,1
7.6,70.0,68.5,0,4
4.1,95.8,68.1,0,3
-2.0,73.6,53.6,0,2
12.2,96.4,52.9,0,0
3.5,104.6,95.0,1,1
17.1,77.3,60.3,0,1
16.0,122.3,78.5,1,4
10.6,100.2,41.6,1,0
15.2,89.6,101.6,0,2
15.2,64.8,35.5,1,2
11.4,62.2,53.9,0,4
2.5,48.7,51.7,1,1
8.5,113.6,104.1,1,4
6.9,85.5,63.7,1,2
8.9,39.3,80.6,1,3
9.5,69.3,47.3,1,2
23.3,92.9,92.6,1,0
23.2,71.4,62.2,0,1
8.4,72.1,67.9,0,4
16.7,71.3,55.4,0,2
7.4,101.8,62.0,1,1
5.2,82.6,66.9,0,1
3.7,102.6,65.9,1,1
9.2,50.6,44.6,1,2
5.2,82.7,93.2,0,2
10.0,16.7,56.4,1,4
14.1,65.8,58.8,0,3
10.9,66.8,60.1,1,0
11.2,75.0,44.7,0,0
10.6,102.4,77.6,1,0
4.6,91.3,60.5,0,3
5.4,38.1,74.0,1,4
0.5,109.4,68.3,0,0
9.1,20.6,59.9,1,1
7.0,104.9,68.8,0,2
3.7,70.8,47.1,1,2
7.3,95.5,60.1,0,2
13.3,52.7,79.9,1,0
12.5,73.4,43.4,0,3
8.1,63.6,67.3,1,2
9.6,101.2,64.7,1,1
21.5,88.4,71.5,0,4
17.8,60.4,89.9,0,0
16.5,102.2,85.9,0,1
12.3,78.3,56.4,1,4
17.7,89.0,83.3,1,1
14.7,53.7,36.3,1,3
6.9,106.9,98.6,0,2
8.3,79.6,54.6,0,4
1.0,68.7,54.0,1,3
13.0,121.1,68.9,1,3
4.4,75.4,61.2,1,3
1.0,63.5,68.6,1,0
5.1,64.6,78.4,0,0
11.0,102.7,61.6,1,2
6.9,38.8,58.6,1,0
9.3,82.0,73.0,0,0
12.0,64.9,71.9,1,2
5.1,76.1,49.3,0,2
8.1,59.8,43.5,1,1
11.9,48.8,73.6,1,4
13.1,39.0,84.5,0,2
2.3,79.6,67.3,1,4
12.2,60.2,52.0,1,1
19.9,67.2,76.2,1,4
13.3,96.0,52.3,0,1
13.8,67.8,49.6,1,3
15.0,62.1,59.2,0,2
10.8,84.0,62.7,1,3
18.4,88.1,56.3,1,3
3.1,102.0,91.9,0,1
0.1,108.4,39.3,0,1
13.3,57.4,55.3,1,1
3.4,53.4,72.6,0,4
14.8,65.6,77.0,0,3
4.1,88.0,62.4,0,1
12.2,45.7,58.1,1,0
6.7,56.2,51.5,1,0
14.2,84.2,46.3,0,4
5.4,84.6,86.7,0,4
14.6,105.1,70.1,0,3
19.6,71.4,106.3,1,3
14.5,102.3,51.0,1,0
12.0,99.3,54.6,1,4
11.5,55.1,68.0,0,1
-1.8,89.0,73.6,1,3
2.5,83.5,92.7,1,4
12.2,109.5,47.9,0,0
16.1,95.3,72.3,0,1
11.6,68.6,84.9,0,1
12.3,101.7,59.6,0,2
6.9,85.1,65.6,1,1
13.9,69.9,62.2,1,1
15.9,80.5,75.1,0,2
1.7,65.6,66.8,1,2
7.9,79.7,51.9,0,3
17.2,107.0,49.9,1,4
3.8,78.3,81.3,0,4
5.2,87.0,87.1,0,1
10.7,81.9,49.8,1,1
12.4,66.3,66.0,0,3
7.1,74.2,51.0,1,2
17.7,56.5,69.7,0,2
10.2,100.6,48.5,0,1
5.4,74.7,44.8,1,0
7.0,78.7,35.5,0,3
6.6,69.1,33.5,1,2
9.9,61.0,60.1,1,3
3.9,66.6,39.0,0,0
13.9,66.0,67.1,0,3
3.1,52.3,70.6,1,1
14.5,47.4,84.4,0,4
4.4,83.5,52.5,1,1
13.0,88.9,78.7,0,4
0.7,66.5,63.4,1,0
6.9,50.8,74.6,0,0
20.7,59.5,75.0,0,0
8.6,56.6,59.0,1,2
4.6,84.0,55.4,1,4
16.6,117.7,41.6,1,3
12.6,59.1,54.4,1,2
10.8,93.8,67.6,0,3
12.5,91.0,62.8,0,0
15.5,75.3,46.6,1,4
17.9,81.6,56.5,0,4
2.5,64.0,66.6,1,3
15.2,77.1,70.6,1,4
13.3,70.8,67.4,1,2
7.0,100.1,62.5,0,1
7.4,82.4,50.5,1,0
5.1,92.3,55.9,0,2
1.2,45.2,67.8,0,3
2.5,73.0,66.6,1,0
16.9,64.6,40.9,0,0
7.6,82.8,70.0,0,0
10.9,34.4,63.8,0,3
10.8,53.8,46.5,0,1
8.2,92.5,78.1,1,2
2.1,108.3,53.1,0,1
15.5,84.2,67.4,1,1
8.9,91.0,51.8,1,3
6.4,68.5,74.6,1,0
7.6,70.3,71.8,1,4
13.4,93.8,60.8,1,1
13.2,54.7,43.8,0,0
14.9,125.7,60.1,0,0
14.9,74.0,47.9,1,3
0.9,71.8,53.2,1,0
6.2,115.6,72.1,0,3
13.5,75.4,41.5,1,3
15.9,67.7,30.8,1,1
5.5,43.0,61.9,0,1
13.8,67.7,61.0,0,3
0.6,73.6,69.0,0,1
2.3,83.3,86.5,0,4
13.7,61.7,84.0,1,1
15.2,60.0,68.7,0,0
8.8,42.5,66.3,0,2
-0.1,83.7,68.1,1,1
22.8,69.3,75.8,1,4
8.3,88.2,84.4,0,3
4.4,70.9,78.0,0,4
6.2,59.1,65.8,1,2
14.6,62.7,67.4,1,0
3.2,97.6,81.4,0,2
8.8,82.9,41.5,0,4
8.5,78.3,77.6,0,1
7.3,45.7,55.7,0,0
19.8,80.0,48.2,0,1
14.1,66.8,59.1,1,2
17.5,71.2,66.2,1,1
5.2,90.6,59.2,0,4
-1.7,96.7,63.8,0,4
8.9,97.3,50.3,0,3
11.6,72.5,105.0,0,2
15.9,78.9,79.7,0,0
7.4,91.1,61.8,1,2
7.7,76.4,72.5,1,2
12.1,93.4,62.8,1,0
5.8,93.8,56.7,1,4
9.6,75.6,58.4,1,1
8.6,66.8,71.1,0,0
9.7,80.0,44.6,1,0
4.2,83.6,63.0,1,0
5.2,46.0,67.7,1,3
4.7,74.6,33.8,1,3
9.9,67.3,45.1,1,2
20.5,94.6,49.1,1,3
3.6,96.8,84.5,1,1
7.7,79.2,40.2,1,3
8.1,76.2,63.6,0,4
11.7,62.0,79.3,0,2
9.7,50.7,59.8,0,4
9.6,70.4,84.8,0,3
10.3,68.4,60.4,0,4
3.2,70.8,92.8,1,3
4.1,64.1,74.7,0,2
10.1,87.0,65.9,0,2
2.7,64.5,50.7,1,4
6.8,51.0,30.6,1,3
0.3,40.2,92.0,1,4
8.0,80.3,71.8,1,4
10.4,115.5,31.9,0,3
21.3,107.9,53.3,0,1
15.6,86.7,69.9,0,1
16.9,78.9,72.6,1,2
-2.6,59.0,78.1,1,4
-4.7,57.1,67.2,0,3
19.4,58.1,61.0,1,0
9.3,76.4,45.4,1,3
17.7,54.3,67.0,1,0
11.3,54.3,52.2,0,4
17.9,92.7,51.2,0,1
11.1,81.7,75.0,1,1
5.5,67.2,69.7,0,3
4.1,51.1,76.3,0,4
13.4,54.0,63.6,1,0
6.2,84.8,88.4,0,4
9.7,78.6,69.2,0,0
17.4,93.1,72.7,0,0
11.4,71.4,48.5,1,1
5.4,90.6,61.9,0,1
17.2,68.1,88.3,1,2
8.2,49.2,59.7,0,4
10.6,66.5,52.3,0,2
14.5,87.5,65.8,0,0
14.7,72.4,83.0,1,3
11.2,86.2,50.9,0,1
14.9,64.1,61.7,1,0
3.3,55.5,81.2,0,0
18.4,87.0,65.4,1,4
8.3,91.7,64.3,0,0
8.3,42.3,65.5,0,0
6.6,46.1,76.5,0,3
3.0,69.1,90.0,1,3
11.4,59.0,54.8,0,3
4.1,109.0,54.8,0,1
12.8,95.3,72.2,0,2
8.7,68.1,59.6,1,2
10.1,46.3,76.5,0,2
17.1,69.7,31.7,1,3
13.5,113.9,76.7,1,3
6.0,67.0,72.8,1,3
11.9,98.4,56.2,1,2
14.3,95.8,50.7,1,1
4.7,63.4,29.7,0,0
12.9,46.3,74.9,1,4
10.6,86.1,69.6,1,2
-1.0,72.3,73.3,0,0
8.3,108.9,107.1,1,4
5.5,76.0,96.2,1,1
7.4,87.2,75.5,0,4
16.8,84.6,59.1,0,3
13.3,55.8,60.8,1,4
15.1,74.2,73.3,0,2
8.6,88.9,54.2,1,3
13.1,78.3,76.5,0,3
16.9,55.3,82.8,1,2
10.2,65.7,54.8,0,2
5.3,71.2,49.8,1,3
6.2,75.6,78.5,1,3
14.1,58.4,78.2,0,3
18.1,104.2,68.7,1,0
16.4,88.9,59.9,0,0
11.2,88.9,46.5,1,1
19.4,47.2,85.1,0,2
9.7,111.3,50.5,0,2
12.4,100.1,68.3,0,1
8.8,77.7,55.6,0,4
15.4,52.4,66.5,1,0
19.1,74.4,69.5,0,4
9.7,65.1,56.4,1,1
8.5,78.4,58.9,1,2
16.2,89.3,74.9,1,0
4.0,61.6,79.4,0,4
14.7,44.8,78.3,1,0
11.8,101.7,60.8,0,1
14.6,41.8,95.9,1,0
13.2,54.0,61.1,0,2
4.8,73.2,57.6,0,4
11.8,64.2,72.6,1,2
5.6,79.7,51.3,1,1
-1.8,58.6,89.9,1,4
16.7,92.7,75.1,1,1
10.6,79.9,83.4,0,2
5.0,11.1,79.9,0,2
18.2,112.7,69.4,0,2
-0.9,84.5,65.8,1,3
11.3,79.2,33.7,0,3
11.6,71.7,52.9,0,2
5.8,100.8,59.2,1,4
3.4,103.9,76.7,0,4
6.6,82.4,59.7,1,4
5.5,74.2,67.3,1,3
7.3,92.8,72.8,0,3
12.6,65.3,95.2,0,0
8.8,109.4,78.2,1,2
9.5,93.4,70.6,1,3
2.4,105.2,52.8,0,2
4.1,58.7,68.5,1,4
5.7,120.1,71.0,1,3
15.4,61.7,66.8,0,0
7.4,86.8,75.6,0,1
7.7,68.2,32.4,1,1
7.1,89.6,62.3,0,2
10.8,108.4,59.5,1,0
20.5,61.9,66.3,1,1
9.3,28.0,66.1,0,0
11.2,95.7,84.8,1,4
14.6,72.5,87.1,0,4
17.4,57.8,60.0,0,2
14.0,85.1,60.7,1,0
16.6,92.7,46.7,1,4
16.8,91.0,34.4,0,3
7.0,76.1,51.2,0,0
12.1,105.7,40.9,1,1
6.2,82.8,76.6,1,2
14.3,58.7,52.7,0,1
0.8,92.7,72.0,1,0
7.3,76.7,60.7,0,4
2.8,86.9,71.7,1,0
12.8,66.8,97.3,1,4
8.9,88.8,67.9,0,1
18.4,96.3,53.8,1,2
9.3,42.8,67.1,1,2
15.9,56.6,79.8,0,2
9.1,98.0,72.8,0,3
10.2,49.6,70.9,1,3
3.7,60.8,59.0,0,3
12.2,70.1,69.1,0,3
10.3,67.6,50.5,1,3
11.8,65.2,62.3,0,0
4.1,91.5,50.3,1,3
9.7,67.4,47.2,1,4
9.9,81.5,37.6,0,0
17.2,96.6,78.9,1,2
12.2,70.2,64.4,0,0
16.7,94.8,75.4,0,2
26.7,46.8,76.8,0,3
-1.6,101.4,61.4,1,0
4.1,74.7,64.4,1,4
13.4,91.4,88.6,1,1
9.4,78.9,55.8,1,2
10.6,74.6,74.3,0,4
2.4,52.8,41.2,1,2
17.3,51.5,65.4,1,1
20.6,57.4,54.2,0,2
9.5,71.9,52.4,0,0
16.2,41.6,70.2,1,2
10.3,101.5,81.0,0,3
11.8,82.9,52.5,1,0
10.5,84.6,87.6,0,4
14.1,79.8,30.5,0,4
9.7,79.6,74.7,0,0
8.7,99.4,88.2,1,4
7.3,61.1,57.6,0,1
20.0,88.4,38.3,0,0
17.5,61.9,41.7,1,0
14.4,83.2,74.6,0,1
7.4,44.8,63.1,0,0
10.5,59.0,87.9,1,0
13.2,61.2,55.7,0,4
0.5,85.6,51.2,1,4
9.5,55.6,76.6,1,4
9.6,66.2,66.3,1,3
12.3,73.7,62.4,1,0
19.0,86.4,63.5,1,2
13.7,49.1,61.9,0,0
14.5,51.3,83.9,1,1
6.2,105.2,77.9,0,3
2.7,77.6,48.5,0,2
12.5,91.7,51.6,0,1
12.7,75.9,68.6,0,0
9.1,47.1,40.7,0,3
3.2,79.3,84.6,0,3
19.6,92.0,74.6,1,2
4.6,54.7,54.5,0,0
14.6,95.6,91.5,1,4
7.4,70.0,30.9,1,4
7.1,112.8,59.7,0,0
15.1,49.0,48.4,0,4
9.3,71.5,55.0,1,2
11.8,62.6,59.0,0,0
13.4,61.0,64.7,0,2
11.8,94.4,89.5,1,3
14.7,22.4,67.3,0,1
14.1,116.2,58.6,1,4
12.5,88.8,98.7,1,2
10.0,50.4,58.8,1,3
19.9,70.9,70.1,0,1
15.2,96.6,64.1,0,1
8.5,85.3,67.1,1,0
17.5,112.3,53.2,0,2
11.6,76.2,46.0,1,1
4.3,86.8,83.4,0,1
21.3,99.3,68.4,1,0
9.6,76.3,81.7,1,3
8.1,67.2,72.6,1,3
8.8,59.8,54.7,0,0
1.0,57.8,56.5,0,1
4.6,62.7,82.6,0,0
2.9,55.0,58.8,1,1
12.3,69.1,57.9,0,0
-0.4,78.6,59.5,1,2
15.5,66.5,69.5,0,0
8.0,90.1,58.3,0,4
20.1,69.8,57.6,0,1
9.9,88.0,71.3,1,0
3.9,85.7,88.1,1,0
12.6,68.8,65.5,0,1
9.7,73.0,73.5,1,2
11.4,56.9,70.8,1,3
11.9,70.8,60.5,1,2
14.5,84.8,56.2,0,1
12.3,67.2,69.1,0,2
11.2,68.0,72.5,0,3
11.1,124.3,41.9,1,0
5.4,81.8,79.4,1,2
17.2,96.1,56.0,1,3
13.1,56.6,65.1,0,0
12.7,35.4,200.0,0,4
10.1,69.5,93.4,1,2
16.3,68.7,52.9,1,0
10.1,64.9,77.9,1,1
6.9,74.1,80.3,0,3
3.0,91.1,99.6,0,0
5.7,24.0,63.3,0,0
7.6,64.0,55.4,0,1
20.1,99.9,74.4,0,2
11.6,94.9,57.5,0,1
13.1,53.8,67.1,1,1
14.2,68.6,50.8,1,4
0.4,74.9,64.7,0,4
1.0,78.8,86.1,1,1
13.3,119.5,71.9,1,2
12.1,53.9,58.9,0,0
3.7,21.0,93.0,0,3
11.9,82.9,78.9,1,0
16.0,98.0,72.4,0,1
6.5,55.6,43.3,0,1
6.0,102.4,64.9,0,0
12.5,55.2,48.5,0,3
15.3,71.7,49.9,0,0
18.1,93.1,69.1,1,0
-1.8,83.8,55.0,1,2
9.8,76.9,89.3,0,4
15.9,74.4,47.7,0,3
17.0,45.8,66.1,0,1
6.2,91.6,72.1,1,0
1.7,81.0,73.9,0,1
9.1,108.7,72.7,0,4
3.1,77.4,66.2,0,2
15.8,85.3,63.8,1,0
18.1,83.6,42.4,1,2
-2.7,102.5,76.4,0,2
11.5,76.5,200.0,1,0
14.3,86.8,50.9,0,4
-4.0,84.8,56.5,1,2
10.7,71.6,74.3,1,3
2.0,150.0,48.7,0,1
12.5,70.6,50.7,0,0
8.9,83.8,63.3,0,4
8.3,72.4,200.0,0,1
6.4,54.1,88.2,0,1
16.3,65.0,69.6,1,3
6.0,78.2,74.8,0,1
9.7,84.9,86.5,1,3
12.8,93.1,71.3,1,4
5.9,62.1,58.1,1,2
12.7,98.4,73.6,0,4
11.4,61.7,68.2,1,3
5.2,75.7,58.1,0,0
9.4,102.8,52.6,0,1
14.7,57.9,73.9,0,1
4.3,65.6,28.2,0,4
6.5,106.4,67.0,1,1
9.2,8.7,46.5,0,1
10.8,83.7,91.0,0,0
14.6,97.3,38.2,0,2
8.4,71.5,64.6,1,0
3.0,91.3,66.9,0,4
15.6,50.6,71.5,0,4
12.5,85.9,64.9,1,3
13.3,61.3,54.3,0,2
15.6,59.8,62.0,1,3
7.1,40.4,71.3,0,4
10.6,57.6,64.4,1,2
14.1,55.6,70.7,0,4
6.9,83.8,71.2,0,3
13.4,77.8,63.5,1,3
9.7,80.8,71.2,1,2
11.9,78.6,58.8,0,4
8.2,90.7,62.7,0,2
12.1,65.2,69.9,0,2
6.3,72.5,43.2,0,1
11.6,89.0,77.2,1,4
8.3,73.9,64.8,0,1
15.6,125.9,61.8,1,4
6.2,105.1,89.2,0,3
14.1,55.6,57.7,1,3
10.7,71.1,64.5,0,1
8.6,58.8,60.1,1,4
4.4,53.6,45.8,0,1
11.7,61.2,57.0,1,4
14.3,120.3,61.7,1,3
17.2,93.7,92.0,1,0
9.0,89.0,71.7,1,2
10.4,117.3,48.5,0,2
11.6,90.9,37.2,1,4
19.7,71.3,63.9,0,1
20.0,79.7,44.6,0,2
10.9,90.1,63.0,1,2
8.0,150.0,60.4,0,3
14.5,91.9,88.8,1,0
3.8,65.5,67.7,0,1
8.4,72.3,71.6,0,3
10.9,108.1,71.6,0,2
7.9,33.0,82.4,0,2
10.0,109.1,86.8,0,0
5.3,30.4,61.8,0,0
11.9,69.9,63.6,1,1
-1.0,65.5,69.8,1,2
16.5,60.1,82.7,0,0
13.7,101.8,69.1,1,0
8.0,51.8,74.6,1,2
5.5,52.1,57.6,0,3
9.0,76.1,70.3,1,0
19.4,47.7,68.7,1,4
19.2,78.2,72.1,1,3
7.5,82.6,84.4,0,2
15.1,60.1,36.2,0,0
10.9,70.5,63.9,0,1
15.1,76.9,56.5,0,1
7.3,62.9,43.3,1,3
9.3,61.2,79.7,1,1
8.4,99.9,67.6,0,3
8.7,80.2,40.6,0,1
11.5,116.2,69.5,1,3
4.1,80.6,80.0,0,4
10.8,92.0,47.6,1,3
9.7,79.9,69.9,0,1
-2.5,74.6,58.4,1,4
11.7,77.8,39.3,1,1
11.0,75.0,72.9,1,3
12.0,82.7,77.5,0,3
8.6,68.9,53.2,0,4
6.1,75.8,57.5,1,3
10.5,81.7,52.7,0,4
20.9,78.0,37.9,0,2
10.2,55.0,73.4,1,3
11.3,69.3,83.4,0,4
